micronodo,area_oficial,faction,lat,long
Urbano Teixeira - Itapipoca ,ITAPIPOCA,PCC,-3.49016,-39.597916
Conj. Geraldo G. Azavedo - Itapipoca ,ITAPIPOCA,PCC,-3.494228,-39.597828
Ladeira,ITAPIPOCA,PCC,-3.506679,-39.582451
Nova Aldeota ,ITAPIPOCA,PCC,-3.481957,-39.571544
Sanharão - Itapipoca ,ITAPIPOCA,PCC,-3.500778,-39.584733
Novo America,ITAPIPOCA,PCC,-3.484337,-39.571141
Alto Alegre - Itapipoca ,ITAPIPOCA,PCC,-3.49978,-39.589445
Novo Horizonte - Itapipoca ,ITAPIPOCA,PCC,-3.493124,-39.59384
Fazendinha,ITAPIPOCA,PCC,-3.496722,-39.587624
Mourão - Itapipoca ,ITAPIPOCA,PCC,-3.499885,-39.593105
JARDIM DE SÃO JOSÉ - RUSSAS ,LIMOEIRO DO NORTE,PCC,-5.001913,-38.045007
LAGOA DO TOCO - RUSSAS - PCC,QUIXERE,PCC,-4.925516,-37.980044
Salgadinho,ITAPIPOCA,PCC,-3.507177,-39.578104
NOSSA SENHORA DE FATIMA - RUSSAS - PCC,QUIXERE,PCC,-4.940566,-37.969919
Estação - Itapipoca ,ITAPIPOCA,PCC,-3.497403,-39.58444
Área Nobre,ITAPIPOCA,PCC,-3.491495,-39.574824
Boa Vista - Itapipoca ,ITAPIPOCA,PCC,-3.506844,-39.580318
Bairro José Alexandrino Nogueira- Tauá,TAUÁ,PCC,-5.99127,-40.294996
Julho,ITAPIPOCA,PCC,-3.466943,-39.558124
VILA RAMALHO - RUSSAS - PCC,QUIXERE,PCC,-4.932782,-37.967648
SITIO GARÇAS - RUSSAS - PCC,QUIXERE,PCC,-4.942068,-37.962341
Amontada - Itapipoca ,ITAPIPOCA,PCC,-3.489746,-39.577579
São Francisco ,BREJO SANTO,PCC,-7.492514,-38.978289
POÇO REDONDO - RUSSAS - PCC,QUIXERE,PCC,-4.930525,-37.945699
MILAGRES,MILAGRES,PCC,-7.315525,-38.93826
COITÉ,MAURITI,PCC,-7.378457,-38.71978
IPEPACUNHA - RUSSAS,QUIXERE,PCC,-4.930149,-37.945734
RUSSAS - MIGUEL PEREIRA - PCC,LIMOEIRO DO NORTE,PCC,-5.029716,-38.045465
QUIXERÉ - LAGOINHA - PCC,QUIXERE,PCC,-5.073425,-37.908729
FLORES - RUSSAS - PCC,LIMOEIRO DO NORTE,PCC,-5.058535,-38.066297
SÃO MIGUEL,SÃO MIGUEL,PCC,-7.335822,-38.667876
QUIXERE - CENTRO - PCC,QUIXERE,PCC,-5.064182,-37.984511
VILA DOS CARNEIRO - RUSSAS - PCC,QUIXERE,PCC,-4.937487,-37.954104
ANAUÁ,MAURITI,PCC,-7.251763,-38.626662
QUIXERÉ - SERRA DO VIEIRA - PCC,QUIXERE,PCC,-4.988634,-37.826282
Alto Brilhante- Tauá,TAUÁ,PCC,-6.005442,-40.291327
RUSSAS - CAPIM GROSSO - BONHU - PCC,RUSSAS,PCC,-4.869075,-38.212145
PEIXE - RUSSAS - PCC,RUSSAS,PCC,-4.922532,-38.087903
LIMOEIRO DO NORTE - TOMÉ - PCC,QUIXERE,PCC,-5.130913,-37.955125
MIGUEL PEREIRA DO MAURO - RUSSAS  - PCC,LIMOEIRO DO NORTE,PCC,-5.053396,-38.067367
MELÂNCIAS - RUSSAS - PCC,QUIXERE,PCC,-4.931362,-37.907364
RAMAL DE FLORES - RUSSAS - PCC,LIMOEIRO DO NORTE,PCC,-5.050668,-38.078292
VÁRZEA ALEGRE - RUSSAS - PCC,QUIXERE,PCC,-4.932614,-37.967838
Bairro da Brasília ,SENADOR POMPEU,PCC,-5.588251,-39.379654
SITIO CANTO - RUSSAS ,QUIXERE,PCC,-4.982253,-38.024883
BETÂNIA,ITAPIPOCA,PCC,-3.2865515,-39.6581288
CURA,ITAPIPOCA,PCC,-3.2957967,-39.6513138
BELA VISTA PCC,BREJO SANTO,PCC,-7.4921366,-38.991083
MORRO DOURADO - TCP,BREJO SANTO,PCC,-7.4743025,-38.979487
BONFIM,GROAIRAS,PCC,-3.773336,-40.4608186
Vilinha,IPAUMIRIM,OKAIDA,-6.787051,-38.726563
Baixio,BAIXIO,OKAIDA,-6.723294,-38.712362
Ipaumirim,IPAUMIRIM,OKAIDA,-6.784613,-38.718613
Bom Jesus - Caucaia,PARQUE SOLEDADE,DISPUTA,-3.713312,-38.680884
Itapoa,PARQUE SOLEDADE,DISPUTA,-3.712149,-38.671626
Mangueiras ,PARQUE SOLEDADE,DISPUTA,-3.701773,-38.672275
Mestre Antônio ,PARQUE SOLEDADE,DISPUTA,-3.703442,-38.672624
Campo do Urubu - Caucaia,PARQUE SOLEDADE,DISPUTA,-3.718275,-38.666709
Santa Fé,PARQUE SOLEDADE,DISPUTA,-3.699387,-38.67017
Parque Estrela,PARQUE SOLEDADE,DISPUTA,-3.704254,-38.66252
Cidade Alta,GRAÇA,DISPUTA,-4.035072,-40.863326
Morro - São Benedito,SAO BENEDITO,DISPUTA,-4.034143,-40.86756
Beco Do Coroa,MONDUBIM,DISPUTA,-3.808929,-38.574921
Casarão ,PARQUE MANIBURA,DISPUTA,-3.790819,-38.482138
Ubaúna - Coreaú ,COREAÚ,DISPUTA,-3.737389,-40.688392
Zona de Confronto ,TABAPUÁ,DISPUTA,-3.740231,-38.619878
